,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,BVP_mean,BVP_std,BVP_min,BVP_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,Resp_mean,Resp_std,Resp_min,Resp_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.04042197440468378,0.008348898468119354,0.008256642293870096,0.06398897777749324,0.04042195526823925,0.008348894515609988,0.00825663838503636,0.06398894748403179,2.7812455622163896e-05,5.744483577517083e-06,5.681006451771319e-06,4.402780000122772e-05,2.7812455622163896e-05,5.744483577517083e-06,5.681006451771319e-06,4.402780000122772e-05,0.24996610169491718,118.96236524240199,-277.9,288.48,0.24876618620673643,0.007554955785716539,0.2361321221965161,0.2592983603974178,0.08123987571189367,0.019053352633375938,0.05010535131289271,0.11035311896999132,0.034198520755494045,0.08340651256281713,3.9899964221490336e-08,0.3393707754086164,-1.1435079857513064,0.0031367149820112476,-1.1464942417876103,-1.1365730642500549,0.3644569340178156,3.5382812447010275,-3.71246337890625,8.00628662109375,29.850000000000012,1.0658141036401503e-14,29.85,29.85,0.16271186440677965,0.0,0,1,0
0,0.042213013529470995,0.0018618807417107026,0.036466836797926255,0.05091596081219893,0.042212993545118364,0.0018618798602649527,0.03646681953391059,0.05091593670772422,2.9044785237659663e-05,1.2810723935491442e-06,2.5091111828656657e-05,3.5032873119256466e-05,2.9044785237659663e-05,1.2810723935491442e-06,2.5091111828656657e-05,3.5032873119256466e-05,1.5333220338982985,82.25999094117414,-265.1,261.63,0.2380822959729814,0.002347288432595714,0.23230363274504745,0.24085057582219468,0.03215259604432456,0.009854707213623031,0.021406959976166127,0.048621603382035146,0.012914997172038582,0.025499858398425886,1.014311071800833e-07,0.07647585308499277,-1.1239924133932429,0.0068972387057228786,-1.1353367594043315,-1.113142665660307,0.36695943720548596,4.961433309921076,-6.658935546875,7.330322265625,29.866666666666667,0.01527525231651914,29.85,29.89,0.08135593220338982,0.0015892672858616795,0,1,0
0,0.04052962903776714,0.000201973656245392,0.03990710442037213,0.04059515794486131,0.04052960985035715,0.00020197356062765556,0.03990708552767574,0.04059513872642877,2.788652770175043e-05,1.3896855445339834e-07,2.745819785022804e-05,2.7931615054542318e-05,2.788652770175043e-05,1.3896855445339834e-07,2.745819785022804e-05,2.7931615054542318e-05,-0.7240476190476204,32.64091756680833,-86.45,121.22,0.23629390541227385,0.001535145257192784,0.23413755069660053,0.23938491906711348,0.009509551626667242,0.0056881987189595605,0.002643903942757252,0.02103386766084816,1.6199798678091866e-07,1.3547056971768007e-07,6.055618551742414e-08,6.859511925139117e-07,-1.106908812008194,0.00230207803328526,-1.1121027454250272,-1.1047586882214424,0.1558052476986434,2.8526424154800702,-3.80096435546875,5.55877685546875,29.86157894736842,0.009874559494364905,29.85,29.87,0.10884353741496598,0.0012631578947368152,0,1,0
0,0.04106322156696276,0.0006995946400479673,0.03990710442037213,0.042659318518328826,0.04106320212694098,0.0006995943088480664,0.03990708552767574,0.04265929832268786,2.8253667574484074e-05,4.813581020323264e-07,2.745819785022804e-05,2.935186666748515e-05,2.8253667574484074e-05,4.813581020323264e-07,2.745819785022804e-05,2.935186666748515e-05,0.06874576271186451,7.855214447748018,-21.83,17.96,0.23242340507761552,0.0010819181939490396,0.23028803500474923,0.23495041005591197,0.001015381204445661,0.0005922828915959448,0.00032948221117332804,0.002334036027376968,3.9588925190722145e-05,0.00015853272715741706,5.8052233277428034e-08,0.0006932087097376548,-1.1073260073551692,0.0017447747239204602,-1.110462714118515,-1.1049499551286235,-1.0955905233744765,3.0639255993602887,-4.64324951171875,5.04913330078125,29.86555555555556,0.008314794192830804,29.85,29.87,0.16271186440677965,-0.0004953560371516923,0,1,0
0,0.04098102579981131,0.0003854755703398974,0.04059515794486131,0.04197126499383966,0.040981006398702474,0.00038547538784926223,0.04059513872642877,0.04197124512393483,2.819711254074555e-05,2.6522757365024886e-07,2.7931615054542318e-05,2.8878449463170872e-05,2.819711254074555e-05,2.6522757365024886e-07,2.7931615054542318e-05,2.8878449463170872e-05,-0.1127118644067799,5.2491483184913195,-11.49,6.91,0.23041385547505683,0.0011235430777766535,0.2286858641304857,0.23275126491657777,0.0004939269339522054,0.0003366879899093859,0.00010917884690329976,0.0009675545970014003,0.0005247784461876249,0.0022250586147505086,1.2712073404336222e-07,0.009964902512703905,-1.113768267853225,0.0015486819772835738,-1.1159494910904386,-1.1108690614891994,0.37577134503915943,2.94992966572628,-3.509521484375,6.10504150390625,29.870000000000005,0.012977713690460727,29.85,29.89,0.16271186440677965,-0.0016842105263157536,0,1,0
0,0.04112406983783595,0.0002901239417480264,0.04059515794486131,0.041283211469350475,0.041124050369007584,0.0002901238043984596,0.04059513872642877,0.041283191925181796,2.829553440207644e-05,1.9962061165075856e-07,2.7931615054542318e-05,2.8405032258856593e-05,2.829553440207644e-05,1.9962061165075856e-07,2.7931615054542318e-05,2.8405032258856593e-05,-0.36589830508474563,4.32324836164172,-9.86,6.39,0.2290935301059443,0.0008054901754986625,0.22790303585957888,0.2311756126215104,0.00030228775194567883,0.00017822743150759556,8.902714031066424e-05,0.0006737303516429304,8.857438183089052e-07,2.6264558702397603e-06,5.600146251653719e-08,1.1616365814211271e-05,-1.1173292731023539,0.0007186645605765567,-1.1185256463870312,-1.1161170537233744,0.6165805382274375,2.3909408520119926,-2.85491943359375,5.46722412109375,29.860000000000007,0.009999999999999789,29.85,29.87,0.16271186440677965,-0.0016718266253869614,0,1,0
0,0.04114279238272001,0.00027730547699513256,0.04059515794486131,0.041283211469350475,0.041142772905028074,0.00027730534571404424,0.04059513872642877,0.041283191925181796,2.83084165028741e-05,1.9080083014986298e-07,2.7931615054542318e-05,2.8405032258856593e-05,2.83084165028741e-05,1.9080083014986298e-07,2.7931615054542318e-05,2.8405032258856593e-05,-0.07408163265306106,4.299736229072036,-10.2,7.4,0.22734527388853878,0.0013034540000087548,0.22444187167826612,0.22881087530053382,0.0005075323702255375,0.00029898834526672887,5.407276566097421e-05,0.0010666447568478776,0.002509566342947,0.006878029244453326,6.733595455353514e-08,0.028837392320453577,-1.1205764516577716,0.0013044068916571447,-1.1229093122357858,-1.1186869171884053,-1.6525306417687655,6.638065961232136,-10.46905517578125,8.65325927734375,29.85888888888889,0.009938079899998854,29.85,29.87,0.16326530612244897,0.0006604747162022562,0,1,0
0,0.04299869627027276,0.002374743403917908,0.03577878327343708,0.0488518002387314,0.04299867591396472,0.002374742279674325,0.03577876633515756,0.04885177711146513,2.9585376504748293e-05,1.6339490217439806e-06,2.461769462434238e-05,3.3612621506313634e-05,2.9585376504748293e-05,1.6339490217439806e-06,2.461769462434238e-05,3.3612621506313634e-05,-0.9596949152542408,70.21895576978093,-119.13,225.11,0.22669691006785353,0.0015386562118617389,0.2230736220566264,0.22825263893794423,0.0023012706480567387,0.0009201784835679078,0.0008656169237987274,0.0036156413558035318,3.367301358257892e-07,4.0794118787243653e-07,5.5815093994576737e-08,1.6350211106824775e-06,-1.1255393824375488,0.001233971301688451,-1.1270968843927196,-1.1232191990521105,2.1433756901667667,2.7089720773991752,-2.11181640625,6.500244140625,29.866842105263164,0.01488645855129542,29.85,29.89,0.10847457627118644,-0.0008421052631578768,0,1,0
0,0.036897455330259635,0.00854237012646698,0.007568588769380921,0.05091596081219893,0.03689743786238185,0.00854236608236487,0.00756858518628333,0.05091593670772422,2.5387400147003005e-05,5.877602307890536e-06,5.2075892474570424e-06,3.5032873119256466e-05,2.5387400147003005e-05,5.877602307890536e-06,5.2075892474570424e-06,3.5032873119256466e-05,1.8492542372881378,70.0661123786001,-176.83,221.88,0.2299529676265515,0.005499309960856906,0.22424756542475677,0.24176056005253077,0.011516120127459782,0.012649366723908366,0.0005979720768605338,0.03235834474302753,0.020374642211300645,0.055760792536952486,1.3655522701494505e-07,0.22442715716840975,-1.1254166190770671,0.0016652684109257727,-1.1271226349899248,-1.1218644289965192,-0.16314121569456833,2.381918354805821,-2.79693603515625,4.96368408203125,29.85888888888889,0.009938079899998854,29.85,29.87,0.24406779661016947,0.0016511867905056408,0,1,0
0,0.029330605986501328,0.010600382705015975,0.012384963440805145,0.05298012138566645,0.029330592100897758,0.010600377686615984,0.01238495757755454,0.05298009630398331,2.0181007716343046e-05,7.293623775266376e-06,8.521509677656977e-06,3.64531247321993e-05,2.0181007716343046e-05,7.293623775266376e-06,8.521509677656977e-06,3.64531247321993e-05,6.2983728813559345,104.2181012193144,-229.22,287.96,0.24696730728475788,0.00992068093417703,0.23173379551251727,0.26659111803151625,0.045506761978777406,0.019554374464901582,0.01763679521731483,0.07295390961583005,0.03674554856721386,0.13831996236578897,6.840213839787168e-08,0.6188192626428495,-1.113628831117251,0.004905167738226602,-1.1211918184587064,-1.1052429020159222,3.467421141215057,5.915152541696396,-3.33099365234375,19.873046875,29.833157894736832,0.007292845505554308,29.83,29.85,0.16271186440677965,0.0008421052631580263,0,1,0
